id,side,reason,regime,entry_time,entry_price,stop_price,target_price,volume,exit_time,exit_price,exit_reason,pnl
303950c4-e8a2-441d-b2cc-d6bf98839cb1,SELL,range_fade_vah,RANGE,2026-07-15 16:15:00+00:00,7536.400000000001,7542.056626587418,7515.9,25.29,2026-07-15 16:45:00+00:00,7542.056626587418,stop,-123.72818056846218
bbb549f2-7e19-48c7-b17e-88a92d8a49e2,BUY,breakout_continuation_above_vah,TREND,2026-07-15 16:45:00+00:00,7540.0,7534.695668787321,7584.8,26.57,2026-07-16 00:15:00+00:00,7584.8,target,1029.5130480340551
52856cd5-37ac-4cbb-8748-79992a1f6f09,SELL,range_fade_vah,RANGE,2026-07-16 00:40:00+00:00,7572.900000000001,7575.013896691209,7561.1,75.12,2026-07-16 00:50:00+00:00,7575.013896691209,stop,-137.3414490040923
7ebd59ef-26e2-441f-9662-b0316091b9b6,BUY,breakout_continuation_above_vah,TREND,2026-07-16 03:50:00+00:00,7581.4,7572.627970556667,7601.2,17.83,2026-07-16 06:05:00+00:00,7572.627970556667,stop,-135.2738064402504
13f95b6e-591c-4994-b50d-3726d2ac2ac8,BUY,breakout_continuation_above_vah,TREND,2026-07-16 06:05:00+00:00,7578.9,7571.935897578517,7598.7,22.12,2026-07-16 06:30:00+00:00,7571.935897578517,stop,-133.2332307466548
8ea9386d-639c-4db5-905d-236e7b35e2da,SELL,range_fade_vah,RANGE,2026-07-16 06:40:00+00:00,7572.8,7575.125627453615,7561.1,65.26,2026-07-16 06:55:00+00:00,7575.125627453615,stop,-131.2651689386633
e71f1a8b-25ae-4d12-9beb-792d46db6d75,BUY,breakout_continuation_above_vah,TREND,2026-07-16 06:55:00+00:00,7576.2,7572.209036619683,7596.0,37.45,2026-07-16 07:00:00+00:00,7572.209036619683,stop,-129.26824471505262
dafbcda1-5bc1-4b1d-8223-f13279a0b14e,SELL,range_fade_vah,RANGE,2026-07-16 07:00:00+00:00,7572.900000000001,7575.173751710296,7561.1,64.76,2026-07-16 07:50:00+00:00,7561.1,target,660.9234089283168
38fc3c26-af3d-45c9-9b87-5a36913bb1a5,SELL,breakout_continuation_below_val,TREND,2026-07-16 08:10:00+00:00,7551.5,7555.094506926247,7531.7,44.15,2026-07-16 08:15:00+00:00,7555.094506926247,stop,-137.25631012366068
ea053ae1-2762-4868-80dd-7987ea322dbd,SELL,trend_pullback_poc,TREND,2026-07-16 08:40:00+00:00,7561.3,7563.558334231785,7541.5,69.22,2026-07-16 08:45:00+00:00,7563.558334231785,stop,-135.20168350408952
8baf7f1c-8dd1-4452-99c8-76c868852183,BUY,range_fade_val,RANGE,2026-07-16 11:40:00+00:00,7554.4,7551.895573779764,7561.1,61.48,2026-07-16 11:45:00+00:00,7551.895573779764,stop,-133.16938302478147
0c6ea2a3-3253-470f-9820-f890f3f7e171,SELL,breakout_continuation_below_val,BREAKOUT,2026-07-16 11:45:00+00:00,7540.900000000001,7555.761252918791,7521.1,10.2,2026-07-16 12:00:00+00:00,7555.761252918791,stop,-131.10458614903152
ac8ade69-b3d0-4561-9149-da16a3b96a6d,SELL,breakout_continuation_below_val,BREAKOUT,2026-07-16 12:00:00+00:00,7552.5,7555.911196305607,7532.7,43.8,2026-07-16 13:30:00+00:00,7555.911196305607,stop,-129.22397914875032
003d157e-a1d3-42a1-8a82-64dfed52ca94,SELL,breakout_continuation_below_val,BREAKOUT,2026-07-16 13:30:00+00:00,7548.3,7556.03068535901,7528.5,19.03,2026-07-16 14:05:00+00:00,7556.03068535901,stop,-127.23865592824431
181252c3-1652-4919-aa67-6dab0925ede7,BUY,ny_open_gap_fill,RANGE,2026-07-16 14:05:00+00:00,7561.099999999999,7557.379887839404,7572.8,38.96,2026-07-16 15:15:00+00:00,7557.379887839404,stop,-125.35373223146969
81c6a552-39ba-4dcb-8283-45da6f29020a,BUY,range_fade_val,RANGE,2026-07-16 16:00:00+00:00,7554.2,7550.236729984245,7561.1,36.02,2026-07-16 16:05:00+00:00,7550.236729984245,stop,-123.46949075851705
fd3ca788-de1c-4f53-8a8e-5a60609c03df,BUY,range_fade_val,RANGE,2026-07-16 17:05:00+00:00,7553.9,7550.550800205154,7561.1,41.99,2026-07-16 17:10:00+00:00,7550.550800205154,stop,-121.63238354574794
86ea753b-39dc-4a0d-a6c1-19fbbbfa3937,BUY,range_fade_val,RANGE,2026-07-16 17:25:00+00:00,7553.9,7550.640336179181,7561.1,42.5,2026-07-16 17:30:00+00:00,7550.640336179181,stop,-119.81854158728501
1edc6065-0995-4440-8e77-193b2b30d372,SELL,breakout_continuation_below_val,TREND,2026-07-16 18:55:00+00:00,7528.8,7556.368649203635,7509.0,4.94,2026-07-16 19:45:00+00:00,7509.0,target,84.5968955440376
97998d03-5394-4111-b4fd-70cd6dd5973c,SELL,breakout_continuation_below_val,TREND,2026-07-16 19:45:00+00:00,7509.0,7556.530314114571,7489.2,2.9,2026-07-17 02:25:00+00:00,7489.2,target,49.66214515743098
e3724549-82ae-4700-b3ad-55c38cbdc6e3,SELL,breakout_continuation_below_val,TREND,2026-07-17 02:25:00+00:00,7489.6,7547.574284572814,7454.8,2.39,2026-07-17 08:15:00+00:00,7454.8,target,71.93486480379367
509e5b9d-2515-4dac-96fc-051dcfc233f4,SELL,breakout_continuation_below_val,TREND,2026-07-17 08:20:00+00:00,7456.6,7548.352891414868,7421.8,1.52,2026-07-23 13:05:00+00:00,7421.8,target,45.74937008442108
ebc8f0bd-a1b8-49bc-ad87-9627d57f8b4b,SELL,breakout_continuation_below_val,TREND,2026-07-23 13:05:00+00:00,7421.1,7485.5583487273525,7396.3,2.18,2026-07-23 15:05:00+00:00,7396.3,target,46.75956488664826
fb5d78f4-8d23-430d-804d-2c204ba11efa,SELL,breakout_continuation_below_val,TREND,2026-07-23 15:05:00+00:00,7394.8,7488.034332546897,7370.0,1.51,2026-07-27 09:40:00+00:00,7488.034332546897,stop,-121.76293285381715
a8583b72-2c92-42d8-8e4f-2e1c49505cc2,BUY,breakout_continuation_above_vah,TREND,2026-07-27 09:40:00+00:00,7488.5,7424.527217098384,7513.3,2.18,2026-07-27 14:20:00+00:00,7424.527217098384,stop,-120.61852794627156
2a88619b-c68e-413d-9227-eda387aed3d5,SELL,ny_open_gap_fill,RANGE,2026-07-27 14:20:00+00:00,7422.3,7426.253850563773,7408.8,34.76,2026-07-27 14:25:00+00:00,7408.8,target,405.8596000796908
db034c67-708c-4329-9924-3997a507b1a5,SELL,breakout_continuation_below_val,TREND,2026-07-27 14:40:00+00:00,7392.1,7405.06640009246,7367.3,11.14,2026-07-27 14:45:00+00:00,7405.06640009246,stop,-124.93004481487326
c68fddbc-848e-4212-a272-74c2f79747bc,SELL,breakout_continuation_below_val,BREAKOUT,2026-07-27 15:30:00+00:00,7398.6,7405.417731899185,7373.8,20.87,2026-07-27 16:00:00+00:00,7405.417731899185,stop,-123.062194371266
829c5253-4292-43b7-921f-c8c8f46a9166,SELL,breakout_continuation_below_val,TREND,2026-07-27 16:10:00+00:00,7398.8,7405.10644246535,7374.0,22.22,2026-07-27 16:25:00+00:00,7405.10644246535,stop,-121.19669569064257
3d8cffb5-87c6-45a7-9f09-3a49e4c38aaf,SELL,breakout_continuation_below_val,TREND,2026-07-27 16:50:00+00:00,7395.6,7405.260364699984,7370.8,14.29,2026-07-27 18:50:00+00:00,7405.260364699984,stop,-119.39552180288466
51e79af1-b7cb-4eec-ab05-4fd63169b205,BUY,range_fade_val,RANGE,2026-07-27 22:20:00+00:00,7413.9,7411.290619819542,7465.5,52.12,2026-07-27 23:00:00+00:00,7411.290619819542,stop,-117.6261962608893
1c9cf663-21ea-4dd4-b9ed-2a49b24f536b,BUY,range_fade_val,RANGE,2026-07-27 23:20:00+00:00,7413.9,7411.5183189666295,7465.5,56.24,2026-07-27 23:45:00+00:00,7411.5183189666295,stop,-115.84870861183113
830640d5-8c7d-42c1-8721-99ee965db1d5,SELL,breakout_continuation_below_val,TREND,2026-07-28 01:15:00+00:00,7396.7,7415.044219823159,7316.9,7.19,2026-07-28 08:45:00+00:00,7415.044219823159,stop,-114.0749857551012
74887594-2fd3-4e31-a089-cebc92487a19,BUY,range_fade_val,RANGE,2026-07-28 08:45:00+00:00,7413.3,7410.7961715560805,7465.5,51.91,2026-07-28 08:50:00+00:00,7410.7961715560805,stop,-112.41334849491211
d3264b0d-1479-4155-ad89-d2a8a8d6a22c,SELL,range_fade_vah,RANGE,2026-07-28 22:35:00+00:00,7419.3,7422.037172846516,7407.1,46.77,2026-07-28 22:40:00+00:00,7422.037172846516,stop,-110.72147934965085
c2dcc218-9dce-45c4-94e1-a1a33b718965,BUY,breakout_continuation_above_vah,TREND,2026-07-28 23:50:00+00:00,7460.0,7416.572064716915,7489.8,2.9,2026-07-29 03:50:00+00:00,7416.572064716915,stop,-108.92547605636793
4141e431-360c-4296-9167-a75e81a86fe9,BUY,breakout_continuation_above_vah,TREND,2026-07-29 05:00:00+00:00,7421.0,7417.485888330654,7450.8,35.34,2026-07-29 07:10:00+00:00,7450.8,target,910.8462949135395
5496c599-6eea-4301-8ee8-2c70cd3bba3d,BUY,breakout_continuation_above_vah,TREND,2026-07-29 07:10:00+00:00,7447.7,7417.653988133531,7477.5,4.65,2026-07-29 13:30:00+00:00,7417.653988133531,stop,-120.8375953086413
ac21d5e0-6108-4829-86de-18f3dd89ec23,BUY,breakout_continuation_above_vah,TREND,2026-07-29 13:30:00+00:00,7425.7,7416.675067384404,7455.5,15.28,2026-07-29 13:45:00+00:00,7416.675067384404,stop,-119.26955777919876
d82a0664-3703-43c9-952f-c631e358d1b4,BUY,ny_open_gap_fill,RANGE,2026-07-29 13:45:00+00:00,7417.0,7412.3,7435.6,28.9,2026-07-29 13:50:00+00:00,7412.3,stop,-117.4783903993996
f7c9feed-8c3e-42e9-9af3-3e3634c75ef8,BUY,ny_open_gap_fill,RANGE,2026-07-29 13:55:00+00:00,7398.099999999999,7388.674999999999,7435.6,14.19,2026-07-29 14:10:00+00:00,7388.674999999999,stop,-115.67141309585081
a463500f-8bb7-4a86-bfb3-86bed7d0624e,SELL,breakout_continuation_below_val,BREAKOUT,2026-07-29 14:10:00+00:00,7377.8,7394.154126560854,7348.0,8.05,2026-07-29 16:05:00+00:00,7348.0,target,207.47913622110903
f679ab7a-a43d-4ee4-a6fb-ff4b72d67af6,SELL,breakout_continuation_below_val,TREND,2026-07-29 16:05:00+00:00,7350.6,7393.962095118553,7320.8,3.12,2026-07-29 17:20:00+00:00,7393.962095118553,stop,-117.01112061610273
9ee2451f-c4ac-4619-a95f-0fa758e9441b,SELL,breakout_continuation_below_val,TREND,2026-07-29 17:20:00+00:00,7387.1,7393.834192101197,7357.3,19.8,2026-07-29 18:00:00+00:00,7393.834192101197,stop,-115.32221574056882
66f06731-1f19-4f29-85fe-aa37367d1abf,BUY,range_fade_val,RANGE,2026-07-29 18:20:00+00:00,7390.2,7384.56647815602,7407.1,23.32,2026-07-29 18:30:00+00:00,7384.56647815602,stop,-113.62419399888235
304a9951-7aab-4dc3-9d08-2c42a4fcde38,BUY,range_fade_val,RANGE,2026-07-29 18:30:00+00:00,7392.3,7384.232575552895,7407.1,16.04,2026-07-29 18:35:00+00:00,7407.1,target,205.3186339814157
d4e5bc9a-f37d-4bd4-800d-0d8dc15e6206,BUY,breakout_continuation_above_vah,TREND,2026-07-29 18:40:00+00:00,7431.7,7413.236251369588,7461.5,7.2,2026-07-29 19:05:00+00:00,7413.236251369588,stop,-114.97797675659201
4eb60ddd-8530-4aa4-98f4-835381c90971,SELL,breakout_continuation_below_val,BREAKOUT,2026-07-29 19:20:00+00:00,7375.8,7397.286477061157,7346.0,6.09,2026-07-29 19:35:00+00:00,7346.0,target,156.96247696727377
c9115aac-ad87-4130-b113-cfbb23c3dd20,SELL,breakout_continuation_below_val,BREAKOUT,2026-07-29 19:35:00+00:00,7337.8,7398.034325839417,7308.0,2.21,2026-07-29 20:00:00+00:00,7308.0,target,56.96011068927341
444645d3-78ff-47c4-a42b-a6be1f3ab09d,SELL,breakout_continuation_below_val,TREND,2026-07-29 20:00:00+00:00,7307.2,7398.098889123384,7277.4,1.48,2026-07-30 13:50:00+00:00,7398.098889123384,stop,-116.3543375638474
ff139371-8dee-4c83-99e5-dd70f8fdf578,SELL,ny_open_gap_fill,RANGE,2026-07-30 13:55:00+00:00,7408.5,7434.025,7306.6,5.19,2026-07-30 19:00:00+00:00,7434.025,stop,-114.57645879822753
f0da2065-933a-4835-828b-5dad0cde6691,BUY,breakout_continuation_above_vah,TREND,2026-07-31 00:20:00+00:00,7464.2,7378.390486225125,7514.0,1.52,2026-08-02 22:00:00+00:00,7514.0,target,65.46892615529214
56e1279e-e138-47bb-8f19-f443bafccd56,BUY,breakout_continuation_above_vah,BREAKOUT,2026-08-02 22:00:00+00:00,7523.2,7477.9206733159235,7563.0,2.91,2026-08-03 14:00:00+00:00,7563.0,target,100.17015548316465
048a392a-ddc3-42b7-8b5b-29d800cf5444,BUY,breakout_continuation_above_vah,BREAKOUT,2026-08-03 14:00:00+00:00,7557.9,7478.7017201621165,7597.7,1.68,2026-08-03 17:35:00+00:00,7597.7,target,57.83019285626
495e9135-6b44-49ea-9437-34b7e7a9da4c,BUY,breakout_continuation_above_vah,BREAKOUT,2026-08-03 17:35:00+00:00,7596.099999999999,7480.617563766908,7635.9,1.16,2026-08-04 13:20:00+00:00,7635.9,target,39.9303712578938
e90ee1ee-24a7-41c0-93cd-19e219dccda6,BUY,breakout_continuation_above_vah,BREAKOUT,2026-08-04 13:20:00+00:00,7630.4,7538.26380111478,7655.2,1.46,2026-08-04 13:50:00+00:00,7655.2,target,31.31603886903966
5080b7e0-e7e1-4a7f-a825-230b0bfe9e22,BUY,breakout_continuation_above_vah,BREAKOUT,2026-08-04 13:50:00+00:00,7658.7,7537.382312408764,7683.5,1.11,2026-08-04 14:45:00+00:00,7683.5,target,23.808769277146595
26981e20-5ba0-494f-8c46-5bb4ba092c94,BUY,breakout_continuation_above_vah,BREAKOUT,2026-08-04 14:45:00+00:00,7684.0,7536.7573523419915,7708.8,0.92,2026-08-04 15:45:00+00:00,7708.8,target,19.733394355833212
e9d32e09-30af-427c-a5d5-bed94b9ef572,BUY,breakout_continuation_above_vah,BREAKOUT,2026-08-04 15:45:00+00:00,7711.7,7536.986133334694,7736.5,0.78,2026-08-04 17:05:00+00:00,7736.5,target,16.730486519075985
94ca9cc6-e1af-48ab-bff7-437506f4f2fb,BUY,breakout_continuation_above_vah,BREAKOUT,2026-08-04 17:05:00+00:00,7736.0,7537.320229550021,7760.8,0.68,2026-08-05 02:45:00+00:00,7760.8,target,14.58555234996368
331025eb-2bcc-4637-bf4f-5796bb8db7f1,BUY,breakout_continuation_above_vah,BREAKOUT,2026-08-05 02:45:00+00:00,7761.099999999999,7691.264595566624,7850.9,1.96,2026-08-07 20:50:00+00:00,7751.3,end_of_data,-16.6128610968975
